ID,Site name,Longitude,Latitude,Altitude,Pinus
5295,Peyron_SU_264,75.38 ,49.37 ,875,47.1595 
5296,Peyron_SU_265,64.25 ,53.77 ,178,12.4120 
5297,Peyron_SU_266,64.27 ,53.78 ,190,8.6427 
5298,Peyron_SU_267,136.27 ,70.75 ,0,6.5970 
5299,Peyron_SU_268,136.27 ,70.75 ,0,1.1140 
5300,Peyron_SU_269,136.27 ,70.75 ,0,7.0891 
5301,Peyron_SU_27,33.03 ,62.77 ,172,70.5344 
5302,Peyron_SU_270,136.27 ,70.75 ,0,0.7500 
5303,Peyron_SU_271,136.27 ,70.75 ,0,6.7600 
5304,Peyron_SU_272,136.27 ,70.75 ,0,2.3690 
5305,Peyron_SU_273,136.53 ,70.97 ,0,13.7849 
5306,Peyron_SU_274,136.53 ,70.84 ,0,3.0030 
5307,Peyron_SU_275,136.00 ,71.15 ,0,11.4610 
5308,Peyron_SU_276,136.00 ,71.15 ,0,5.4120 
5309,Peyron_SU_277,136.00 ,71.15 ,0,12.5400 
5310,Peyron_SU_278,136.00 ,71.15 ,0,2.4460 
5311,Peyron_SU_279,135.75 ,70.00 ,100,7.2719 
5312,Peyron_SU_28,33.03 ,62.77 ,172,48.0970 
5313,Peyron_SU_280,134.58 ,67.75 ,180,11.8160 
5314,Peyron_SU_281,134.58 ,67.75 ,180,35.1464 
5315,Peyron_SU_282,134.75 ,67.78 ,180,6.6191 
5316,Peyron_SU_283,134.92 ,67.78 ,190,46.0300 
5317,Peyron_SU_284,134.83 ,67.67 ,190,12.3670 
5318,Peyron_SU_285,134.83 ,67.50 ,200,16.9303 
5319,Peyron_SU_286,134.87 ,67.83 ,200,10.6092 
5320,Peyron_SU_287,135.58 ,67.58 ,200,35.0376 
5321,Peyron_SU_288,135.42 ,67.67 ,200,9.3588 
5322,Peyron_SU_289,135.58 ,67.92 ,200,15.7462 
5323,Peyron_SU_29,33.03 ,62.77 ,172,46.0955 
5324,Peyron_SU_290,136.50 ,66.75 ,250,30.4353 
5325,Peyron_SU_291,134.75 ,67.33 ,220,11.6120 
5326,Peyron_SU_292,134.50 ,67.67 ,190,36.9470 
5327,Peyron_SU_293,134.67 ,67.62 ,220,7.1978 
5328,Peyron_SU_294,134.75 ,67.75 ,220,40.5058 
5329,Peyron_SU_295,135.00 ,67.75 ,200,27.1970 
5330,Peyron_SU_296,135.17 ,67.99 ,200,15.7162 
5331,Peyron_SU_297,134.83 ,67.50 ,220,0.4390 
5332,Peyron_SU_298,135.58 ,67.72 ,200,30.5734 
5333,Peyron_SU_299,135.42 ,67.92 ,220,17.6926 
5334,Peyron_SU_30,33.67 ,62.63 ,150,46.9000 
5335,Peyron_SU_300,136.50 ,66.50 ,250,5.9379 
5336,Peyron_SU_301,125.00 ,64.00 ,120,60.1140 
5337,Peyron_SU_302,125.00 ,64.00 ,120,89.3241 
5338,Peyron_SU_303,125.00 ,64.00 ,120,87.1550 
5339,Peyron_SU_304,125.00 ,64.00 ,120,72.4893 
5340,Peyron_SU_305,135.00 ,67.75 ,150,66.5503 
5341,Peyron_SU_306,135.00 ,67.75 ,150,81.8928 
5342,Peyron_SU_307,141.67 ,64.67 ,600,40.7244 
5343,Peyron_SU_308,143.17 ,64.67 ,600,27.8808 
5344,Peyron_SU_309,150.75 ,59.50 ,150,4.0370 
5345,Peyron_SU_31,33.65 ,62.28 ,117,59.9600 
5346,Peyron_SU_310,150.75 ,59.92 ,300,65.7623 
5347,Peyron_SU_311,151.00 ,65.50 ,100,16.4192 
5348,Peyron_SU_312,161.33 ,69.00 ,50,28.6193 
5349,Peyron_SU_313,151.00 ,65.50 ,100,43.9520 
5350,Peyron_SU_314,151.33 ,60.17 ,500,64.2426 
5351,Peyron_SU_315,150.75 ,59.50 ,150,54.3595 
5352,Peyron_SU_316,147.50 ,62.67 ,500,81.0638 
5353,Peyron_SU_317,151.33 ,60.17 ,1060,88.6961 
5354,Peyron_SU_318,151.33 ,60.17 ,1000,92.4071 
5355,Peyron_SU_319,151.00 ,65.50 ,100,53.7360 
5356,Peyron_SU_32,33.65 ,62.28 ,117,52.7005 
5357,Peyron_SU_320,141.67 ,64.70 ,500,52.9020 
5358,Peyron_SU_321,141.67 ,64.67 ,400,64.4873 
5359,Peyron_SU_322,141.67 ,64.67 ,400,56.5367 
5360,Peyron_SU_323,150.75 ,59.50 ,200,78.5790 
5361,Peyron_SU_324,150.17 ,60.00 ,300,43.8266 
5362,Peyron_SU_325,147.50 ,62.67 ,600,51.0705 
5363,Peyron_SU_326,150.17 ,60.00 ,300,30.7693 
5364,Peyron_SU_327,161.33 ,69.00 ,50,6.5549 
5365,Peyron_SU_328,151.00 ,65.50 ,100,6.9820 
5366,Peyron_SU_329,141.75 ,64.75 ,500,43.4416 
5367,Peyron_SU_33,34.43 ,62.47 ,54,39.3751 
5368,Peyron_SU_330,135.00 ,67.75 ,150,78.6274 
5369,Peyron_SU_331,147.50 ,62.67 ,500,80.8932 
5370,Peyron_SU_332,147.50 ,62.67 ,400,81.3688 
5371,Peyron_SU_333,173.00 ,69.50 ,70,7.4439 
5372,Peyron_SU_334,173.00 ,69.50 ,70,50.2135 
5373,Peyron_SU_335,173.33 ,69.75 ,50,50.2370 
5374,Peyron_SU_336,173.33 ,69.75 ,50,28.6413 
5375,Peyron_SU_337,180.00 ,66.00 ,100,0.0000 
5376,Peyron_SU_338,180.00 ,66.00 ,100,15.9830 
5377,Peyron_SU_339,118.50 ,63.50 ,150,30.8513 
5378,Peyron_SU_34,34.43 ,62.47 ,54,30.6296 
5379,Peyron_SU_340,117.50 ,62.25 ,150,47.5330 
5380,Peyron_SU_341,117.50 ,62.25 ,150,56.0794 
5381,Peyron_SU_342,128.75 ,63.50 ,250,41.5374 
5382,Peyron_SU_343,129.50 ,62.25 ,250,47.4000 
5383,Peyron_SU_344,129.50 ,62.25 ,250,14.2250 
5384,Peyron_SU_345,128.75 ,63.30 ,250,14.6171 
5385,Peyron_SU_346,129.33 ,62.00 ,200,95.6430 
5386,Peyron_SU_347,129.33 ,62.00 ,200,92.2089 
5387,Peyron_SU_348,129.33 ,62.00 ,200,75.1250 
5388,Peyron_SU_349,128.75 ,63.50 ,250,36.4277 
5389,Peyron_SU_35,33.85 ,62.32 ,66,30.1901 
5390,Peyron_SU_350,129.50 ,62.42 ,250,0.0000 
5391,Peyron_SU_351,129.33 ,62.00 ,200,61.2516 
5392,Peyron_SU_352,129.33 ,62.00 ,200,27.6660 
5393,Peyron_SU_353,132.17 ,62.00 ,200,20.9628 
5394,Peyron_SU_354,132.17 ,62.00 ,200,12.3618 
5395,Peyron_SU_355,132.17 ,62.00 ,200,8.1080 
5396,Peyron_SU_356,132.17 ,62.00 ,200,19.9200 
5397,Peyron_SU_357,132.17 ,62.00 ,200,15.0148 
5398,Peyron_SU_358,133.50 ,62.25 ,150,30.3000 
5399,Peyron_SU_359,133.50 ,62.25 ,150,33.5330 
5400,Peyron_SU_36,34.07 ,62.25 ,55,43.9311 
5401,Peyron_SU_360,129.00 ,63.33 ,200,21.0418 
5402,Peyron_SU_361,129.00 ,63.33 ,200,1.9099 
5403,Peyron_SU_362,129.00 ,63.33 ,200,30.9694 
5404,Peyron_SU_363,129.00 ,63.33 ,200,18.7498 
5405,Peyron_SU_364,129.00 ,63.33 ,200,23.5352 
5406,Peyron_SU_365,127.50 ,63.00 ,150,31.7454 
5407,Peyron_SU_366,127.50 ,63.00 ,150,19.1570 
5408,Peyron_SU_367,127.50 ,63.00 ,150,20.8292 
5409,Peyron_SU_368,127.50 ,63.00 ,150,18.5372 
5410,Peyron_SU_369,129.37 ,61.99 ,200,64.1564 
5411,Peyron_SU_37,34.05 ,62.25 ,58,53.9000 
5412,Peyron_SU_370,135.23 ,71.05 ,15,24.7875 
5413,Peyron_SU_371,121.62 ,63.72 ,150,50.1500 
5414,Peyron_SU_372,123.25 ,63.67 ,20,0.7130 
5415,Peyron_SU_373,129.37 ,61.99 ,200,45.6089 
5416,Peyron_SU_374,129.55 ,61.30 ,260,49.1490 
5417,Peyron_SU_375,120.97 ,64.84 ,160,5.0199 
5418,Peyron_SU_376,123.25 ,63.67 ,120,50.2010 
5419,Peyron_SU_377,30.33 ,60.05 ,77,0.0000 
5420,Peyron_SU_378,69.00 ,59.35 ,77,49.3235 
5421,Peyron_SU_379,76.63 ,60.93 ,77,0.0000 
5422,Peyron_SU_38,34.07 ,62.23 ,50,40.9048 
5423,Peyron_SU_380,83.08 ,56.87 ,458,40.5840 
5424,Peyron_SU_381,86.58 ,67.47 ,77,0.0000 
5425,Peyron_SU_382,84.00 ,70.00 ,77,5.5740 
5426,Peyron_SU_383,78.40 ,60.33 ,77,72.4177 
5427,Peyron_SU_384,68.82 ,58.75 ,77,32.6430 
5428,Peyron_SU_385,60.50 ,57.92 ,229,0.0000 
5429,Peyron_SU_386,60.08 ,57.00 ,229,0.0000 
5430,Peyron_SU_387,34.83 ,57.52 ,229,27.9277 
5431,Peyron_SU_388,30.90 ,58.92 ,77,0.0000 
5432,Peyron_SU_389,41.72 ,42.08 ,458,0.0000 
5433,Peyron_SU_39,34.07 ,62.23 ,50,28.1374 
5434,Peyron_SU_390,32.20 ,61.75 ,77,0.0000 
5435,Peyron_SU_391,31.08 ,64.58 ,229,0.0000 
5436,Peyron_SU_392,37.90 ,57.57 ,77,0.0000 
5437,Peyron_SU_393,39.00 ,56.83 ,77,0.0000 
5438,Peyron_SU_394,30.17 ,60.00 ,77,0.0000 
5439,Peyron_SU_395,52.55 ,67.17 ,77,0.0000 
5440,Peyron_SU_396,110.03 ,54.33 ,458,77.8110 
5441,Peyron_SU_397,56.32 ,57.78 ,229,0.0000 
5442,Peyron_SU_398,79.02 ,60.03 ,77,44.7586 
5443,Peyron_SU_399,35.95 ,56.95 ,77,22.0528 
5444,Peyron_SU_40,34.07 ,62.23 ,50,27.7283 
5445,Peyron_SU_400,84.45 ,56.83 ,77,32.6573 
5446,Peyron_SU_402,83.08 ,56.87 ,77,44.1240 
5447,Peyron_SU_403,37.00 ,67.50 ,77,0.0000 
5448,Peyron_SU_404,35.93 ,52.60 ,229,0.0000 
5449,Peyron_SU_405,35.42 ,52.25 ,229,0.0000 
5450,Peyron_SU_406,43.25 ,43.20 ,77,0.0000 
5451,Peyron_SU_407,35.37 ,53.03 ,77,0.0000 
5452,Peyron_SU_408,73.33 ,61.23 ,77,0.0000 
5453,Peyron_SU_409,65.47 ,64.17 ,77,54.9000 
5454,Peyron_SU_41,34.07 ,62.23 ,50,24.5745 
5455,Peyron_SU_410,80.00 ,55.32 ,77,27.2420 
5456,Peyron_SU_411,81.57 ,55.50 ,77,18.7000 
5457,Peyron_SU_412,69.00 ,66.00 ,77,9.7590 
5458,Peyron_SU_413,70.00 ,69.00 ,77,39.7124 
5459,Peyron_SU_414,59.17 ,54.67 ,458,22.8143 
5460,Peyron_SU_415,78.25 ,65.67 ,77,13.4490 
5461,Peyron_SU_416,92.95 ,53.17 ,458,47.2475 
5462,Peyron_SU_417,78.00 ,42.33 ,1068,0.0000 
5463,Peyron_SU_418,48.72 ,55.55 ,77,72.3280 
5464,Peyron_SU_419,47.53 ,54.22 ,229,66.9657 
5465,Peyron_SU_42,34.07 ,62.23 ,50,64.2716 
5466,Peyron_SU_420,31.35 ,49.82 ,77,0.0000 
5467,Peyron_SU_423,142.08 ,51.40 ,229,5.1751 
5468,Peyron_SU_424,158.80 ,54.80 ,150,8.1000 
5469,Peyron_SU_425,159.97 ,56.22 ,150,6.0000 
5470,Peyron_SU_426,129.58 ,62.00 ,229,74.9000 
5471,Peyron_SU_427,140.45 ,52.33 ,77,28.7000 
5472,Peyron_SU_428,141.87 ,64.30 ,458,15.1000 
5473,Peyron_SU_429,84.00 ,70.00 ,0,5.8561 
5474,Peyron_SU_43,34.07 ,62.23 ,50,52.6965 
5475,Peyron_SU_430,72.45 ,67.40 ,20,44.8240 
5476,Peyron_SU_431,72.86 ,67.66 ,20,45.3605 
5477,Peyron_SU_432,70.58 ,68.83 ,20,42.2800 
5478,Peyron_SU_433,67.16 ,67.60 ,80,14.1000 
5479,Peyron_SU_434,64.71 ,69.10 ,20,0.0000 
5480,Peyron_SU_435,70.00 ,66.00 ,20,9.8690 
5481,Peyron_SU_436,86.25 ,69.41 ,100,29.6387 
5482,Peyron_SU_437,86.70 ,66.88 ,100,26.9347 
5483,Peyron_SU_438,53.18 ,67.88 ,20,18.9414 
5484,Peyron_SU_439,52.55 ,67.16 ,20,7.0000 
5485,Peyron_SU_44,33.83 ,62.18 ,90,34.2423 
5486,Peyron_SU_440,69.00 ,66.00 ,50,10.1509 
5487,Peyron_SU_441,70.00 ,69.00 ,50,44.9620 
5488,Peyron_SU_442,65.03 ,63.93 ,50,29.9394 
5489,Peyron_SU_443,71.00 ,67.00 ,20,23.9000 
5490,Peyron_SU_444,65.00 ,64.66 ,50,45.2360 
5491,Peyron_SU_445,65.50 ,63.50 ,20,51.2000 
5492,Peyron_SU_446,65.46 ,64.16 ,50,55.0000 
5493,Peyron_SU_447,78.25 ,65.66 ,50,13.5339 
5494,Peyron_SU_448,83.00 ,66.83 ,100,43.4910 
5495,Peyron_SU_449,86.00 ,68.66 ,150,4.7000 
5496,Peyron_SU_45,35.20 ,62.05 ,35,41.9940 
5497,Peyron_SU_450,88.50 ,64.66 ,100,45.3455 
5498,Peyron_SU_451,69.50 ,66.33 ,100,20.8000 
5499,Peyron_SU_452,65.00 ,63.66 ,50,45.6659 
5500,Peyron_SU_453,73.00 ,61.50 ,50,52.1210 
5501,Peyron_SU_454,74.66 ,61.00 ,50,33.9020 
5502,Peyron_SU_455,73.33 ,61.23 ,50,28.0090 
5503,Peyron_SU_456,86.58 ,67.46 ,160,9.7039 
5504,Peyron_SU_457,87.50 ,68.00 ,150,44.6000 
5505,Peyron_SU_458,86.50 ,66.50 ,150,56.8000 
5506,Peyron_SU_459,82.76 ,66.56 ,100,31.3453 
5507,Peyron_SU_46,35.20 ,62.05 ,35,27.0527 
5508,Peyron_SU_460,66.50 ,66.83 ,200,23.2160 
5509,Peyron_SU_461,56.95 ,65.95 ,80,8.0000 
5510,Peyron_SU_462,56.00 ,66.35 ,80,8.2000 
5511,Peyron_SU_463,32.45 ,67.18 ,120,54.7000 
5512,Peyron_SU_464,71.00 ,61.08 ,50,65.1027 
5513,Peyron_SU_465,68.50 ,63.50 ,100,48.3375 
5514,Peyron_SU_466,76.96 ,60.93 ,100,53.6749 
5515,Peyron_SU_467,78.43 ,60.33 ,100,65.9387 
5516,Peyron_SU_468,79.01 ,60.03 ,100,45.1035 
5517,Peyron_SU_469,89.00 ,66.00 ,150,38.4936 
5518,Peyron_SU_47,35.22 ,62.07 ,35,17.1807 
5519,Peyron_SU_470,79.66 ,59.66 ,100,36.0636 
5520,Peyron_SU_471,81.83 ,59.00 ,100,40.9098 
5521,Peyron_SU_472,83.83 ,57.33 ,100,34.6000 
5522,Peyron_SU_473,79.00 ,61.33 ,100,42.7421 
5523,Peyron_SU_474,88.33 ,62.66 ,150,68.4000 
5524,Peyron_SU_475,92.16 ,58.45 ,150,63.6740 
5525,Peyron_SU_476,45.31 ,67.66 ,20,25.6610 
5526,Peyron_SU_477,69.00 ,61.00 ,50,66.5000 
5527,Peyron_SU_478,64.53 ,67.75 ,200,6.8089 
5528,Peyron_SU_479,56.66 ,63.83 ,80,21.8000 
5529,Peyron_SU_48,35.22 ,62.07 ,36,4.7811 
5530,Peyron_SU_480,32.99 ,67.78 ,150,42.4914 
5531,Peyron_SU_481,74.50 ,53.50 ,100,10.0000 
5532,Peyron_SU_482,76.95 ,52.30 ,150,45.6000 
5533,Peyron_SU_483,76.70 ,52.70 ,150,49.9000 
5534,Peyron_SU_484,75.30 ,53.53 ,150,37.1000 
5535,Peyron_SU_485,75.08 ,55.75 ,100,40.8450 
5536,Peyron_SU_486,94.00 ,56.16 ,300,50.8000 
5537,Peyron_SU_487,31.75 ,67.00 ,150,60.5000 
5538,Peyron_SU_488,69.00 ,59.35 ,50,52.1655 
5539,Peyron_SU_489,68.81 ,58.75 ,50,33.3327 
5540,Peyron_SU_49,35.22 ,62.05 ,35,11.1111 
5541,Peyron_SU_490,33.18 ,67.46 ,120,67.3713 
5542,Peyron_SU_491,32.98 ,67.08 ,150,57.3596 
5543,Peyron_SU_492,67.50 ,62.16 ,100,62.5256 
5544,Peyron_SU_493,37.00 ,67.50 ,200,35.4644 
5545,Peyron_SU_494,34.85 ,67.81 ,200,43.4084 
5546,Peyron_SU_495,33.83 ,69.26 ,150,44.2644 
5547,Peyron_SU_496,83.08 ,56.86 ,173,43.1160 
5548,Peyron_SU_497,84.45 ,56.83 ,170,35.3890 
5549,Peyron_SU_498,80.00 ,55.31 ,150,29.2710 
5550,Peyron_SU_499,81.56 ,55.50 ,133,19.1000 
5551,Peyron_SU_50,35.22 ,62.05 ,35,5.8000 
5552,Peyron_SU_500,84.00 ,56.83 ,150,30.4000 
5553,Peyron_SU_501,83.33 ,56.00 ,150,55.0000 
5554,Peyron_SU_502,83.50 ,55.33 ,200,58.5000 
5555,Peyron_SU_503,87.00 ,57.25 ,150,62.6000 
5556,Peyron_SU_504,84.66 ,56.16 ,200,47.5475 
5557,Peyron_SU_505,88.50 ,64.00 ,200,40.5000 
5558,Peyron_SU_506,89.00 ,61.66 ,150,61.0000 
5559,Peyron_SU_507,93.50 ,57.00 ,200,62.7000 
5560,Peyron_SU_508,67.16 ,67.60 ,300,4.1160 
5561,Peyron_SU_509,53.66 ,61.70 ,100,38.1194 
5562,Peyron_SU_51,35.38 ,62.52 ,37,21.6526 
5563,Peyron_SU_510,49.00 ,63.25 ,150,38.5786 
5564,Peyron_SU_511,54.00 ,61.83 ,200,33.4663 
5565,Peyron_SU_512,51.91 ,62.75 ,150,70.1000 
5566,Peyron_SU_513,92.95 ,53.16 ,400,52.2000 
5567,Peyron_SU_514,31.25 ,69.53 ,20,70.0000 
5568,Peyron_SU_515,30.81 ,69.68 ,50,29.0247 
5569,Peyron_SU_516,33.46 ,67.15 ,50,57.1570 
5570,Peyron_SU_517,35.00 ,66.95 ,120,68.4153 
5571,Peyron_SU_518,85.00 ,52.41 ,200,65.7000 
5572,Peyron_SU_519,82.66 ,54.83 ,200,44.1000 
5573,Peyron_SU_52,33.48 ,61.80 ,20,38.1492 
5574,Peyron_SU_520,82.00 ,53.33 ,200,60.0000 
5575,Peyron_SU_521,83.66 ,54.75 ,200,44.3000 
5576,Peyron_SU_522,31.86 ,63.21 ,200,77.6990 
5577,Peyron_SU_523,36.41 ,63.96 ,100,32.1060 
5578,Peyron_SU_524,41.28 ,66.98 ,100,17.9400 
5579,Peyron_SU_525,41.00 ,66.71 ,50,0.0000 
5580,Peyron_SU_526,44.00 ,64.00 ,50,49.3995 
5581,Peyron_SU_527,42.33 ,63.31 ,80,32.4323 
5582,Peyron_SU_528,56.31 ,57.78 ,200,22.4000 
5583,Peyron_SU_529,84.00 ,69.33 ,100,3.2000 
5584,Peyron_SU_53,33.48 ,61.80 ,20,37.1340 
5585,Peyron_SU_530,75.41 ,45.11 ,200,0.0000 
5586,Peyron_SU_531,93.50 ,56.50 ,400,78.7000 
5587,Peyron_SU_532,86.58 ,67.46 ,300,21.0390 
5588,Peyron_SU_533,60.08 ,57.00 ,300,42.9160 
5589,Peyron_SU_534,82.61 ,53.46 ,300,57.3000 
5590,Peyron_SU_535,85.25 ,52.56 ,300,51.1000 
5591,Peyron_SU_536,31.14 ,61.87 ,75,57.7000 
5592,Peyron_SU_537,34.51 ,63.08 ,117,54.5000 
5593,Peyron_SU_538,34.51 ,61.75 ,147,58.7270 
5594,Peyron_SU_539,32.20 ,61.75 ,100,26.1305 
5595,Peyron_SU_54,33.48 ,61.80 ,20,23.1390 
5596,Peyron_SU_540,60.50 ,57.91 ,200,57.9700 
5597,Peyron_SU_541,43.60 ,41.05 ,2200,65.9000 
5598,Peyron_SU_542,53.28 ,55.88 ,80,74.0000 
5599,Peyron_SU_543,53.98 ,57.16 ,150,75.9000 
5600,Peyron_SU_544,86.00 ,69.66 ,100,2.0980 
5601,Peyron_SU_545,71.25 ,48.46 ,400,34.2000 
5602,Peyron_SU_546,75.00 ,44.16 ,300,0.0000 
5603,Peyron_SU_547,76.75 ,47.25 ,300,50.9000 
5604,Peyron_SU_548,79.25 ,50.61 ,250,61.7000 
5605,Peyron_SU_549,81.66 ,51.00 ,300,34.9000 
5606,Peyron_SU_55,34.15 ,61.77 ,120,60.8806 
5607,Peyron_SU_550,87.83 ,50.50 ,400,66.1653 
5608,Peyron_SU_551,49.20 ,55.36 ,50,47.0000 
5609,Peyron_SU_552,48.71 ,55.55 ,80,73.5000 
5610,Peyron_SU_553,86.21 ,52.68 ,400,74.4000 
5611,Peyron_SU_554,85.60 ,52.70 ,350,68.2306 
5612,Peyron_SU_558,30.51 ,60.56 ,50,52.8000 
5613,Peyron_SU_559,30.91 ,60.11 ,25,72.7460 
5614,Peyron_SU_56,34.15 ,61.77 ,120,69.1394 
5615,Peyron_SU_560,40.96 ,57.76 ,100,36.2000 
5616,Peyron_SU_561,38.38 ,59.86 ,150,19.0000 
5617,Peyron_SU_562,38.58 ,59.95 ,150,32.7000 
5618,Peyron_SU_566,37.55 ,58.55 ,80,82.4300 
5619,Peyron_SU_567,67.16 ,67.58 ,500,14.1380 
5620,Peyron_SU_568,58.91 ,54.55 ,1000,25.9037 
5621,Peyron_SU_569,73.61 ,46.25 ,400,25.6000 
5622,Peyron_SU_57,34.15 ,61.77 ,120,50.2525 
5623,Peyron_SU_570,63.00 ,49.21 ,50,14.7000 
5624,Peyron_SU_571,74.00 ,45.00 ,340,16.7000 
5625,Peyron_SU_572,79.83 ,50.66 ,300,45.9455 
5626,Peyron_SU_573,81.75 ,46.41 ,400,50.1000 
5627,Peyron_SU_574,80.83 ,45.58 ,400,7.1070 
5628,Peyron_SU_575,80.66 ,47.66 ,400,5.8941 
5629,Peyron_SU_576,82.05 ,47.41 ,400,28.5000 
5630,Peyron_SU_577,49.06 ,54.96 ,50,50.2510 
5631,Peyron_SU_578,49.43 ,53.51 ,100,60.3594 
5632,Peyron_SU_579,50.15 ,53.20 ,80,66.4323 
5633,Peyron_SU_58,34.15 ,61.77 ,120,77.4650 
5634,Peyron_SU_580,49.96 ,52.40 ,80,51.7000 
5635,Peyron_SU_581,49.66 ,53.50 ,100,53.3000 
5636,Peyron_SU_582,49.40 ,53.21 ,50,38.5386 
5637,Peyron_SU_583,49.16 ,53.30 ,200,70.5710 
5638,Peyron_SU_584,76.66 ,43.41 ,400,0.0000 
5639,Peyron_SU_586,31.03 ,56.56 ,100,42.0000 
5640,Peyron_SU_587,30.28 ,60.01 ,28,66.8707 
5641,Peyron_SU_59,36.05 ,61.07 ,50,21.8776 
5642,Peyron_SU_591,30.50 ,59.73 ,35,19.7796 
5643,Peyron_SU_594,37.75 ,56.50 ,100,16.0000 
5644,Peyron_SU_595,31.31 ,58.50 ,100,50.6000 
5645,Peyron_SU_596,34.83 ,57.51 ,165,29.5297 
5646,Peyron_SU_597,59.16 ,54.66 ,800,23.4410 
5647,Peyron_SU_598,37.51 ,56.35 ,120,25.0247 
5648,Peyron_SU_599,37.86 ,55.98 ,150,58.1420 
5649,Peyron_SU_60,32.17 ,62.08 ,124,69.5196 
5650,Peyron_SU_600,37.38 ,56.07 ,200,17.3000 
5651,Peyron_SU_601,31.06 ,58.95 ,50,22.4590 
5652,Peyron_SU_602,37.90 ,57.56 ,100,15.5000 
5653,Peyron_SU_603,38.91 ,56.80 ,150,43.6000 
5654,Peyron_SU_604,38.66 ,57.00 ,150,15.3000 
5655,Peyron_SU_605,40.41 ,56.80 ,100,19.5000 
5656,Peyron_SU_606,39.45 ,57.15 ,100,53.0000 
5657,Peyron_SU_607,37.35 ,55.78 ,180,61.4000 
5658,Peyron_SU_608,41.63 ,57.10 ,100,25.8740 
5659,Peyron_SU_609,30.00 ,60.41 ,100,66.2307 
5660,Peyron_SU_610,58.75 ,54.58 ,600,21.3858 
5661,Peyron_SU_611,37.28 ,55.45 ,150,16.8000 
5662,Peyron_SU_614,43.25 ,43.20 ,1800,56.4000 
5663,Peyron_SU_615,73.83 ,45.21 ,400,0.0000 
5664,Peyron_SU_616,73.33 ,44.25 ,300,23.8000 
5665,Peyron_SU_617,61.26 ,48.61 ,80,50.5000 
5666,Peyron_SU_618,89.81 ,54.93 ,700,65.4000 
5667,Peyron_SU_619,67.75 ,47.00 ,300,6.4000 
5668,Peyron_SU_620,67.33 ,46.55 ,250,14.1861 
5669,Peyron_SU_621,52.30 ,52.78 ,80,82.6000 
5670,Peyron_SU_622,78.16 ,45.20 ,500,0.0000 
5671,Peyron_SU_623,85.00 ,52.41 ,500,30.9690 
5672,Peyron_SU_624,86.00 ,52.61 ,500,54.0000 
5673,Peyron_SU_628,35.95 ,56.95 ,80,22.8430 
5674,Peyron_SU_629,48.50 ,53.00 ,50,61.2000 
5675,Peyron_SU_630,49.25 ,52.61 ,50,55.2000 
5676,Peyron_SU_631,37.18 ,54.71 ,180,42.0576 
5677,Peyron_SU_632,41.75 ,54.96 ,100,8.1000 
5678,Peyron_SU_634,31.85 ,55.50 ,180,26.8000 
5679,Peyron_SU_635,39.04 ,51.69 ,90,43.9680 
5680,Peyron_SU_636,39.66 ,54.66 ,150,21.5430 
5681,Peyron_SU_637,39.30 ,54.95 ,100,60.5592 
5682,Peyron_SU_638,38.78 ,55.08 ,100,3.9080 
5683,Peyron_SU_639,35.88 ,55.58 ,180,40.2000 
5684,Peyron_SU_640,47.53 ,54.51 ,200,67.9000 
5685,Peyron_SU_643,31.59 ,54.97 ,165,57.5000 
5686,Peyron_SU_647,47.50 ,51.75 ,80,52.8000 
5687,Peyron_SU_649,42.15 ,43.41 ,1600,50.5010 
5688,Peyron_SU_650,41.63 ,43.30 ,1800,8.8090 
5689,Peyron_SU_651,66.75 ,47.66 ,400,16.8170 
5690,Peyron_SU_652,67.25 ,45.78 ,180,9.8099 
5691,Peyron_SU_653,93.66 ,55.83 ,800,45.6460 
5692,Peyron_SU_654,73.66 ,43.66 ,450,0.0000 
5693,Peyron_SU_655,67.25 ,45.28 ,180,8.4918 
5694,Peyron_SU_656,82.75 ,48.00 ,600,45.9000 
5695,Peyron_SU_657,46.25 ,51.50 ,50,60.0000 
5696,Peyron_SU_661,30.16 ,55.26 ,100,36.3000 
5697,Peyron_SU_662,35.36 ,53.03 ,250,65.9000 
5698,Peyron_SU_663,37.16 ,53.96 ,150,20.6592 
5699,Peyron_SU_664,38.83 ,52.46 ,200,42.2580 
5700,Peyron_SU_665,36.85 ,53.10 ,150,39.9000 
5701,Peyron_SU_666,44.50 ,53.00 ,200,59.4000 
5702,Peyron_SU_668,33.35 ,52.31 ,150,30.6304 
5703,Peyron_SU_669,35.93 ,52.60 ,200,62.3000 
5704,Peyron_SU_670,36.25 ,54.10 ,180,20.0398 
5705,Peyron_SU_671,39.58 ,52.61 ,150,47.1000 
5706,Peyron_SU_672,39.05 ,51.38 ,100,44.2436 
5707,Peyron_SU_673,40.16 ,51.16 ,100,59.5000 
5708,Peyron_SU_674,39.85 ,52.55 ,180,47.5000 
5709,Peyron_SU_687,72.05 ,47.91 ,800,22.0220 
5710,Peyron_SU_688,67.50 ,44.83 ,150,11.2223 
5711,Peyron_SU_689,52.50 ,48.50 ,-10,55.2444 
5712,Peyron_SU_690,80.33 ,42.91 ,700,0.0000 
5713,Peyron_SU_691,30.53 ,53.51 ,150,57.7000 
5714,Peyron_SU_692,31.13 ,51.78 ,120,92.4000 
5715,Peyron_SU_693,32.00 ,51.50 ,120,63.9000 
5716,Peyron_SU_694,31.76 ,52.01 ,150,55.5000 
5717,Peyron_SU_695,31.52 ,51.57 ,110,67.4000 
